DateTime,Lat,Lon,Elev,Speed
2017-07-13T22:54:37.000Z,35.700246667,-78.675038333,114.3,23.052
2017-07-13T22:54:38.000Z,35.700448333,-78.675058333,115.1,22.239
2017-07-13T22:54:39.000Z,35.700655,-78.67509,114.9,22.414
2017-07-13T22:54:40.000Z,35.700868333,-78.675135,114.3,24.611
2017-07-13T22:54:41.000Z,35.701061667,-78.675251667,114.0,24.575
2017-07-13T22:54:42.000Z,35.701155,-78.675486667,113.4,24.843
2017-07-13T22:54:43.000Z,35.701116667,-78.675736667,113.5,23.284
2017-07-13T22:54:44.000Z,35.700975,-78.675908333,113.1,22.574
2017-07-13T22:54:45.000Z,35.700783333,-78.675986667,113.1,22.419
2017-07-13T22:54:46.000Z,35.700578333,-78.675998333,112.9,22.955
2017-07-13T22:54:47.000Z,35.700368333,-78.67598,112.9,23.145
2017-07-13T22:54:48.000Z,35.70016,-78.675933333,111.8,22.605
2017-07-13T22:54:49.000Z,35.699978333,-78.675803333,111.7,24.153
2017-07-13T22:54:50.000Z,35.699868333,-78.675575,113.7,24.58
2017-07-13T22:54:51.000Z,35.69988,-78.67532,113.9,23.829
2017-07-13T22:54:52.000Z,35.700005,-78.675125,114.3,23.176
2017-07-13T22:54:53.000Z,35.700191667,-78.675045,114.1,22.502
2017-07-13T22:54:54.000Z,35.700396667,-78.675048333,114.0,23.006
2017-07-13T22:54:55.000Z,35.700605,-78.675075,113.3,23.407
2017-07-13T22:54:56.000Z,35.700815,-78.675116667,112.5,24.22
2017-07-13T22:54:57.000Z,35.701011667,-78.675225,112.0,24.302
2017-07-13T22:54:58.000Z,35.701133333,-78.675436667,111.0,24.688
2017-07-13T22:54:59.000Z,35.70113,-78.67569,110.4,23.448
2017-07-13T22:55:00.000Z,35.701006667,-78.675885,112.4,22.795
2017-07-13T22:55:01.000Z,35.70082,-78.675985,113.5,22.826
2017-07-13T22:55:02.000Z,35.700615,-78.676011667,114.2,22.8
2017-07-13T22:55:03.000Z,35.700406667,-78.675993333,114.5,23.135
2017-07-13T22:55:04.000Z,35.700201667,-78.675948333,114.4,22.615
2017-07-13T22:55:05.000Z,35.700015,-78.675836667,113.9,24.133
2017-07-13T22:55:06.000Z,35.699886667,-78.67563,113.7,24.457
2017-07-13T22:55:07.000Z,35.69987,-78.675373333,113.3,23.942
2017-07-13T22:55:08.000Z,35.699976667,-78.675161667,113.0,23.124
2017-07-13T22:55:09.000Z,35.700158333,-78.675055,113.1,22.96
2017-07-13T22:55:10.000Z,35.700365,-78.675041667,113.2,23.448
2017-07-13T22:55:11.000Z,35.700573333,-78.675066667,112.5,23.433
2017-07-13T22:55:12.000Z,35.700788333,-78.675111667,111.3,25.208
2017-07-13T22:55:13.000Z,35.700993333,-78.675208333,110.4,24.421
2017-07-13T22:55:14.000Z,35.70113,-78.675406667,110.0,25.064
2017-07-13T22:55:15.000Z,35.70115,-78.675663333,110.5,23.824
2017-07-13T22:55:16.000Z,35.701046667,-78.675875,111.2,23.135
2017-07-13T22:55:17.000Z,35.700865,-78.67599,112.8,22.774
2017-07-13T22:55:18.000Z,35.70066,-78.67601,112.9,23.027
2017-07-13T22:55:19.000Z,35.700455,-78.67598,111.8,22.888
2017-07-13T22:55:20.000Z,35.700255,-78.675933333,112.0,22.039
2017-07-13T22:55:21.000Z,35.700066667,-78.675858333,112.6,21.668
2017-07-13T22:55:22.000Z,35.69992,-78.675723333,112.4,20.218
2017-07-13T22:55:23.000Z,35.699853333,-78.675526667,112.5,19.667
2017-07-13T22:55:24.000Z,35.699883333,-78.675321667,111.9,19.281
2017-07-13T22:55:25.000Z,35.69999,-78.675168333,111.8,18.803
2017-07-13T22:55:26.000Z,35.700143333,-78.675091667,112.6,18.669
2017-07-13T22:55:27.000Z,35.700306667,-78.675078333,112.9,18.175
2017-07-13T22:55:28.000Z,35.700465,-78.67509,113.2,17.337
2017-07-13T22:55:29.000Z,35.700618333,-78.67511,113.1,16.884
2017-07-13T22:55:30.000Z,35.700768333,-78.675135,112.9,16.848
2017-07-13T22:55:31.000Z,35.700913333,-78.675168333,112.4,16.586
2017-07-13T22:55:32.000Z,35.701041667,-78.67523,111.8,14.934
2017-07-13T22:55:33.000Z,35.701135,-78.675343333,111.6,15.058
2017-07-13T22:55:34.000Z,35.701175,-78.675498333,111.2,14.374
2017-07-13T22:55:35.000Z,35.701161667,-78.675653333,110.7,13.71
2017-07-13T22:55:36.000Z,35.701103333,-78.675775,110.6,12.475
2017-07-13T22:55:37.000Z,35.701013333,-78.675846667,109.7,11.374
2017-07-13T22:55:38.000Z,35.700911667,-78.675863333,109.4,10.994
2017-07-13T22:55:39.000Z,35.70082,-78.675835,108.7,10.016
2017-07-13T22:55:40.000Z,35.700745,-78.6758,108.3,7.429
2017-07-13T22:55:41.000Z,35.700685,-78.675771667,108.3,6.631
2017-07-13T22:55:42.000Z,35.70063,-78.675756667,108.2,5.726
2017-07-13T22:55:43.000Z,35.700581667,-78.67575,109.1,4.82
2017-07-13T22:55:44.000Z,35.700531667,-78.675741667,113.9,4.723
2017-07-13T22:55:45.000Z,35.700496667,-78.675726667,113.7,4.218
2017-07-13T22:55:46.000Z,35.700471667,-78.675696667,113.4,3.869
2017-07-13T22:55:47.000Z,35.700458333,-78.675661667,113.4,3.421
2017-07-13T22:55:48.000Z,35.700453333,-78.675641667,113.9,1.08
2017-07-13T22:55:49.000Z,35.700453333,-78.675638333,114.0,0.0
2017-07-13T22:55:50.000Z,35.700453333,-78.67564,114.2,0.0
2017-07-13T22:55:51.000Z,35.700453333,-78.67564,114.4,0.0
2017-07-13T22:55:52.000Z,35.700455,-78.675643333,114.5,0.0
2017-07-13T22:55:53.000Z,35.700455,-78.675643333,114.5,0.0
2017-07-13T22:55:54.000Z,35.700455,-78.675643333,114.5,0.0
2017-07-13T22:55:55.000Z,35.700455,-78.675643333,114.5,0.0
2017-07-13T22:55:56.000Z,35.700455,-78.675643333,114.5,0.0
2017-07-13T22:55:57.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:55:58.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:55:59.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:00.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:01.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:02.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:03.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:04.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:05.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:06.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:07.000Z,35.700455,-78.675643333,114.4,0.0
2017-07-13T22:56:08.000Z,35.700455,-78.675643333,114.3,0.0
2017-07-13T22:56:09.000Z,35.700455,-78.675643333,114.3,0.0
2017-07-13T22:56:10.000Z,35.700455,-78.675643333,114.3,0.0
2017-07-13T22:56:11.000Z,35.700455,-78.675643333,114.3,0.0
2017-07-13T22:56:12.000Z,35.700455,-78.675643333,114.3,0.0
2017-07-13T22:56:13.000Z,35.700455,-78.675643333,114.2,0.01
2017-07-13T22:56:14.000Z,35.700455,-78.675643333,114.2,0.01
2017-07-13T22:56:15.000Z,35.700455,-78.675643333,114.2,0.005
2017-07-13T22:56:16.000Z,35.700455,-78.675643333,114.2,0.005
2017-07-13T22:56:17.000Z,35.700455,-78.675643333,114.2,0.005
2017-07-13T22:56:18.000Z,35.700455,-78.675643333,114.2,0.01
2017-07-13T22:56:19.000Z,35.700455,-78.675643333,114.2,0.005
2017-07-13T22:56:20.000Z,35.700455,-78.675643333,114.1,0.0
2017-07-13T22:56:21.000Z,35.700455,-78.675643333,114.1,0.005
2017-07-13T22:56:22.000Z,35.700455,-78.675643333,114.1,0.0
2017-07-13T22:56:23.000Z,35.700455,-78.675643333,114.1,0.005
2017-07-13T22:56:24.000Z,35.700455,-78.675643333,114.1,0.01
2017-07-13T22:56:25.000Z,35.700456667,-78.675643333,114.1,0.01
